SiteID,472003,Site Timezone,-9,Data Timezone,0,Longitude,-165.13208,Latitude,60.534363
Year,Month,Day,Hour,Minute,wind speed at 80m (m/s),wind direction at 80m (deg)
2018,4,12,8,30,6.5600000000000005,13.94
2018,4,12,9,30,5.21,19.17
2018,4,12,10,30,2.48,16.490000000000002
2018,4,12,11,30,1.19,350.86
2018,4,12,12,30,4.3,356.76
2018,4,12,13,30,4.86,0.63
2018,4,12,14,30,5.62,5.43
2018,4,12,15,30,6.87,8.790000000000001
2018,4,12,16,30,6.38,2.94
2018,4,12,17,30,5.49,9.98
2018,4,12,18,30,4.98,18.72
2018,4,12,19,30,1.41,356.13
2018,4,12,20,30,1.3,52.46
2018,4,12,21,30,1.08,5.04
2018,4,12,22,30,2.18,326
2018,4,12,23,30,1.72,10.67
2018,4,13,0,30,2.46,12.76
2018,4,13,1,30,2.42,10.28
2018,4,13,2,30,2.86,24.66
2018,4,13,3,30,2.66,35.910000000000004
2018,4,13,4,30,1.59,53.39
2018,4,13,5,30,0.33,85.06
2018,4,13,6,30,0.81,316.56
2018,4,13,7,30,1.29,331.01
2018,4,13,8,30,0.41000000000000003,349.32
2018,4,13,9,30,0.43,80.41
2018,4,13,10,30,1.16,16.66
2018,4,13,11,30,0.78,294
2018,4,13,12,30,0.86,285.59000000000003
2018,4,13,13,30,1.62,306.43
2018,4,13,14,30,2.59,318.37
2018,4,13,15,30,1.9100000000000001,2.08
2018,4,13,16,30,1.44,358.16
2018,4,13,17,30,1.17,221.1
2018,4,13,18,30,0.37,332.02
2018,4,13,19,30,0.53,140.11
2018,4,13,20,30,0.42,164.70000000000002
2018,4,13,21,30,1.1400000000000001,166.45000000000002
2018,4,13,22,30,0.8200000000000001,142.25
2018,4,13,23,30,1.67,158.82
2018,4,14,0,30,0.75,61.6
2018,4,14,1,30,1.6,94.83
2018,4,14,2,30,1.99,98.84
2018,4,14,3,30,2.08,170.96
2018,4,14,4,30,1.86,187.97
2018,4,14,5,30,1.6500000000000001,141.71
2018,4,14,6,30,2.18,146.24
2018,4,14,7,30,2.91,169.03
2018,4,14,8,30,4.7700000000000005,190.44
2018,4,14,9,30,4.93,221.6
2018,4,14,10,30,3.61,208.18
2018,4,14,11,30,4.5600000000000005,230.26
2018,4,14,12,30,4.34,242.04
2018,4,14,13,30,5.0200000000000005,196.45000000000002
2018,4,14,14,30,5.5600000000000005,197.33
2018,4,14,15,30,6.38,164.18
2018,4,14,16,30,6.22,147.03
2018,4,14,17,30,6.8500000000000005,141.71
2018,4,14,18,30,8.02,136.92000000000002
2018,4,14,19,30,9.16,137.33
2018,4,14,20,30,10.07,138.41
2018,4,14,21,30,11.36,137.63
2018,4,14,22,30,11.96,134.55
2018,4,14,23,30,13.32,138.42000000000002
2018,4,15,0,30,13.64,140.1
2018,4,15,1,30,14.89,139.83
2018,4,15,2,30,16.29,138.36
2018,4,15,3,30,16.86,135.37
2018,4,15,4,30,17.31,134.86
2018,4,15,5,30,17.23,135.37
2018,4,15,6,30,17.47,133.89000000000001
2018,4,15,7,30,17.36,133.51
2018,4,15,8,30,17,132.1
2018,4,15,9,30,16.38,134.55
2018,4,15,10,30,16.17,139.92000000000002
2018,4,15,11,30,16.5,143.22
2018,4,15,12,30,17.1,147.35
2018,4,15,13,30,17.25,144.03
2018,4,15,14,30,19.38,143.78
2018,4,15,15,30,20.36,143.19
2018,4,15,16,30,20.94,145.23
2018,4,15,17,30,21.16,151.19
2018,4,15,18,30,19.7,157.96
2018,4,15,19,30,16.66,164.17000000000002
2018,4,15,20,30,14.620000000000001,176.13
2018,4,15,21,30,12.63,181.20000000000002
2018,4,15,22,30,9.98,172.8
2018,4,15,23,30,8.6,174.94
2018,4,16,0,30,8.46,161.06
2018,4,16,1,30,9.07,165.91
2018,4,16,2,30,7.22,170.33
2018,4,16,3,30,4.14,154.35
2018,4,16,4,30,4.46,120.07000000000001
2018,4,16,5,30,4.21,101.35000000000001
2018,4,16,6,30,4.24,100.46000000000001
2018,4,16,7,30,3.42,116.16
2018,4,16,8,30,2.57,115.83
2018,4,16,9,30,1.98,106.19
2018,4,16,10,30,1.46,149.01
2018,4,16,11,30,1.95,162.42000000000002
2018,4,16,12,30,2.41,180.62
2018,4,16,13,30,1.72,190.68
2018,4,16,14,30,1.81,189.15
2018,4,16,15,30,2.29,189.1
2018,4,16,16,30,2.72,180.75
2018,4,16,17,30,2.59,150.07
2018,4,16,18,30,2.89,122.7
2018,4,16,19,30,3.7800000000000002,123.89
2018,4,16,20,30,5.11,127.2
2018,4,16,21,30,5.92,130.03
2018,4,16,22,30,6.93,146.29
2018,4,16,23,30,6.8,145.81
2018,4,17,0,30,6.87,150.14000000000001
2018,4,17,1,30,6.96,142.42000000000002
2018,4,17,2,30,7.34,140
2018,4,17,3,30,8.35,129.17000000000002
2018,4,17,4,30,9.22,131.48
2018,4,17,5,30,9.57,126.60000000000001
2018,4,17,6,30,10.700000000000001,120.88
2018,4,17,7,30,11.200000000000001,120.13
2018,4,17,8,30,11.13,122.5
2018,4,17,9,30,11.76,120.72
2018,4,17,10,30,12.75,121.3
2018,4,17,11,30,13.72,120.49000000000001
2018,4,17,12,30,13.41,120.44
2018,4,17,13,30,13.38,113.22
2018,4,17,14,30,14.59,108.94
2018,4,17,15,30,14.99,105.42
2018,4,17,16,30,15.01,100.43
2018,4,17,17,30,14.700000000000001,96.75
2018,4,17,18,30,14.450000000000001,94.92
2018,4,17,19,30,14.36,93.77
2018,4,17,20,30,14.870000000000001,90.18
2018,4,17,21,30,15.49,91.38
2018,4,17,22,30,16.46,91.72
2018,4,17,23,30,16.64,91.74
2018,4,18,0,30,17.48,94.8
2018,4,18,1,30,17.84,94.73
2018,4,18,2,30,18.23,89.55
2018,4,18,3,30,18.81,89.26
2018,4,18,4,30,19.09,88.66
2018,4,18,5,30,18.6,85.06
2018,4,18,6,30,18.96,81.7
2018,4,18,7,30,19.3,79.21000000000001
2018,4,18,8,30,19.19,78.89
2018,4,18,9,30,18.91,78.82000000000001
2018,4,18,10,30,18.94,77.57000000000001
2018,4,18,11,30,19.46,77.39
2018,4,18,12,30,19.98,81.55
2018,4,18,13,30,17.54,86.73
2018,4,18,14,30,16.54,85.31
2018,4,18,15,30,14.98,84.15
2018,4,18,16,30,14.65,77.49
2018,4,18,17,30,15.09,76.93
2018,4,18,18,30,15.13,77.58
2018,4,18,19,30,14.280000000000001,78.47
2018,4,18,20,30,13.450000000000001,82.74
2018,4,18,21,30,13.57,82.78
2018,4,18,22,30,14.06,80.38
2018,4,18,23,30,13.5,79.35000000000001
2018,4,19,0,30,14.44,77.37
2018,4,19,1,30,14.4,76.16
2018,4,19,2,30,14.8,74.75
2018,4,19,3,30,14.09,77.69
2018,4,19,4,30,13.61,76.22
2018,4,19,5,30,14.120000000000001,78.2
2018,4,19,6,30,14.32,77.19
2018,4,19,7,30,13.99,74.04
2018,4,19,8,30,13.77,72.74
2018,4,19,9,30,12.780000000000001,72.78
2018,4,19,10,30,12.290000000000001,69.99
2018,4,19,11,30,11.46,65.88
2018,4,19,12,30,11.620000000000001,63.67
2018,4,19,13,30,11.450000000000001,61.120000000000005
2018,4,19,14,30,10.870000000000001,58.620000000000005
2018,4,19,15,30,11.03,61.21
2018,4,19,16,30,10.19,57.59
2018,4,19,17,30,9.78,61.370000000000005
2018,4,19,18,30,9.65,57.44
2018,4,19,19,30,8.81,54.08
2018,4,19,20,30,7.3100000000000005,55.71
2018,4,19,21,30,5.82,53.83
2018,4,19,22,30,4.3100000000000005,40.26
2018,4,19,23,30,5.65,29
2018,4,20,0,30,6.3,31.830000000000002
2018,4,20,1,30,4.92,29.97
2018,4,20,2,30,4.15,25.93
2018,4,20,3,30,4.66,24.77
2018,4,20,4,30,4.37,18.88
2018,4,20,5,30,4.45,20.28
2018,4,20,6,30,6.37,23.88
2018,4,20,7,30,5.96,18.93
2018,4,20,8,30,5.36,20.900000000000002
2018,4,20,9,30,5.88,19.43
2018,4,20,10,30,6.1000000000000005,20.56
2018,4,20,11,30,5.65,12.77
2018,4,20,12,30,6.61,3.5
2018,4,20,13,30,7.63,6.23
2018,4,20,14,30,8.02,7.6000000000000005
2018,4,20,15,30,7.69,7.34
2018,4,20,16,30,5.57,1.21
2018,4,20,17,30,7.11,3.14
2018,4,20,18,30,9.92,8.66
2018,4,20,19,30,10.07,4.82
2018,4,20,20,30,9.21,354.95
2018,4,20,21,30,8.02,352.81
2018,4,20,22,30,7.8100000000000005,348.79
2018,4,20,23,30,6.95,354.3
2018,4,21,0,30,7.0600000000000005,1.49
2018,4,21,1,30,7.62,8.31
2018,4,21,2,30,7.32,13.26
2018,4,21,3,30,6.59,19.95
2018,4,21,4,30,6.3500000000000005,23.87
2018,4,21,5,30,6.65,24.02
2018,4,21,6,30,7.65,26.62
2018,4,21,7,30,7.99,26.37
2018,4,21,8,30,8.58,28.91
2018,4,21,9,30,9.81,28.42
2018,4,21,10,30,9.24,26.05
2018,4,21,11,30,9.06,23.39
2018,4,21,12,30,9.42,17.41
2018,4,21,13,30,9.38,17.18
2018,4,21,14,30,9.89,9.97
2018,4,21,15,30,11.13,6.41
2018,4,21,16,30,11.71,2.19
2018,4,21,17,30,10.51,359.56
2018,4,21,18,30,9.98,358.47
2018,4,21,19,30,9.53,355.66
2018,4,21,20,30,10.13,359.28000000000003
2018,4,21,21,30,8.75,3.27
2018,4,21,22,30,8.76,5.07
2018,4,21,23,30,8.66,10.81
2018,4,22,0,30,9.23,18.78
2018,4,22,1,30,9.040000000000001,23.900000000000002
2018,4,22,2,30,6.9,35.9
2018,4,22,3,30,7.34,41.08
2018,4,22,4,30,8.06,33.94
2018,4,22,5,30,8.76,22.01
2018,4,22,6,30,9.64,21.400000000000002
2018,4,22,7,30,10.99,25
2018,4,22,8,30,10.46,33
2018,4,22,9,30,10.26,46.89
2018,4,22,10,30,9.36,38.81
2018,4,22,11,30,10.3,44.980000000000004
2018,4,22,12,30,9.13,44.09
2018,4,22,13,30,8.51,59.49
2018,4,22,14,30,8.68,66.87
2018,4,22,15,30,7.61,78.73
2018,4,22,16,30,5.04,135.4
2018,4,22,17,30,5.1000000000000005,125.5
2018,4,22,18,30,4.79,127.97
2018,4,22,19,30,4.63,120.05
2018,4,22,20,30,4.07,114.23
2018,4,22,21,30,3.7,103.53
2018,4,22,22,30,3.4,102.10000000000001
2018,4,22,23,30,2.8000000000000003,85.61
2018,4,23,0,30,2.13,54.29
2018,4,23,1,30,1.6300000000000001,12.040000000000001
2018,4,23,2,30,3.46,8.22
2018,4,23,3,30,4.08,13.42
2018,4,23,4,30,5.65,3.99
2018,4,23,5,30,6.0600000000000005,5.44
2018,4,23,6,30,6.65,13.32
2018,4,23,7,30,6.5,11.28
2018,4,23,8,30,5.05,8.6
2018,4,23,9,30,5.95,12.700000000000001
2018,4,23,10,30,6.33,17.42
2018,4,23,11,30,7,27.580000000000002
2018,4,23,12,30,7.5200000000000005,27.63
2018,4,23,13,30,6.87,31.45
2018,4,23,14,30,5.25,33.15
2018,4,23,15,30,5,32.65
2018,4,23,16,30,5,40.4
2018,4,23,17,30,4.05,45.83
2018,4,23,18,30,1.43,105.88
2018,4,23,19,30,2.4,78.07000000000001
2018,4,23,20,30,4.25,96.77
2018,4,23,21,30,3.92,99.12
2018,4,23,22,30,5.01,112.88
2018,4,23,23,30,3.94,105.35000000000001
2018,4,24,0,30,4.07,116.29
2018,4,24,1,30,3.5100000000000002,115.68
2018,4,24,2,30,2.72,114.65
2018,4,24,3,30,2.37,114.87
2018,4,24,4,30,2.7,107.10000000000001
2018,4,24,5,30,3.15,114.75
2018,4,24,6,30,3.33,132.28
2018,4,24,7,30,3.2,152.74
2018,4,24,8,30,2.98,161.73
2018,4,24,9,30,3.13,142.28
2018,4,24,10,30,3.75,126.47
2018,4,24,11,30,3.72,123.97
2018,4,24,12,30,2.74,104.13
2018,4,24,13,30,3.16,99.13
2018,4,24,14,30,3.2800000000000002,99.73
2018,4,24,15,30,3.6,103.03
2018,4,24,16,30,3.46,104.71000000000001
2018,4,24,17,30,2.52,95.04
2018,4,24,18,30,2.4,85.84
2018,4,24,19,30,1.71,112.35000000000001
2018,4,24,20,30,1.96,111.59
2018,4,24,21,30,1.3900000000000001,97.73
2018,4,24,22,30,0.5,74.08
2018,4,24,23,30,1.07,108.16
2018,4,25,0,30,1.24,97.94
2018,4,25,1,30,0.85,111.18
2018,4,25,2,30,0.7000000000000001,107.63
2018,4,25,3,30,0.35000000000000003,154.85
2018,4,25,4,30,0.45,172.37
2018,4,25,5,30,0.51,69.56
2018,4,25,6,30,0.51,194.52
2018,4,25,7,30,0.59,200.09
2018,4,25,8,30,0.27,327.83
2018,4,25,9,30,0.53,346.83
2018,4,25,10,30,0.81,341.66
2018,4,25,11,30,0.76,25.240000000000002
2018,4,25,12,30,0.92,58.11
2018,4,25,13,30,1.47,64.04
2018,4,25,14,30,1.36,82.13
2018,4,25,15,30,1.35,121.35000000000001
2018,4,25,16,30,1.8900000000000001,105.71000000000001
2018,4,25,17,30,2.63,96.38
2018,4,25,18,30,2.48,125.29
2018,4,25,19,30,2.33,147.23
2018,4,25,20,30,2.41,133.52
2018,4,25,21,30,3.0500000000000003,132.23
2018,4,25,22,30,3.38,135.27
2018,4,25,23,30,3.2,132.5
2018,4,26,0,30,3.31,119.63
2018,4,26,1,30,3.44,121.22
2018,4,26,2,30,3.38,123.98
2018,4,26,3,30,4.03,151.04
2018,4,26,4,30,6.45,178.66
2018,4,26,5,30,7.29,186.43
2018,4,26,6,30,6.8100000000000005,188.31
2018,4,26,7,30,7.07,180.48
2018,4,26,8,30,7.96,172.97
2018,4,26,9,30,8.67,174.19
2018,4,26,10,30,10.42,170.4
2018,4,26,11,30,10.68,165.6
2018,4,26,12,30,11.790000000000001,168.8
2018,4,26,13,30,12.32,172.02
2018,4,26,14,30,12.61,175.88
2018,4,26,15,30,12.4,173.91
2018,4,26,16,30,13.57,172.32
2018,4,26,17,30,13.69,180.75
2018,4,26,18,30,13.01,186.6
2018,4,26,19,30,13.47,190.3
2018,4,26,20,30,13.76,192.21
2018,4,26,21,30,14.02,194.43
2018,4,26,22,30,14.6,194.82
2018,4,26,23,30,14.48,193.17000000000002
2018,4,27,0,30,14.82,194.65
2018,4,27,1,30,14.57,193.76
2018,4,27,2,30,14.64,192.85
2018,4,27,3,30,14.15,191.49
2018,4,27,4,30,14.08,191.6
2018,4,27,5,30,13.96,191.25
2018,4,27,6,30,13.74,191.4
2018,4,27,7,30,13.68,190.12
2018,4,27,8,30,13.88,188.06
2018,4,27,9,30,14.49,189.09
2018,4,27,10,30,14.26,186.71
2018,4,27,11,30,13.92,183.36
2018,4,27,12,30,13.67,181.09
2018,4,27,13,30,13.33,180.77
2018,4,27,14,30,13.74,176.37
2018,4,27,15,30,11.47,173.03
2018,4,27,16,30,10.51,163.76
2018,4,27,17,30,10.43,156.52
2018,4,27,18,30,10.82,153.32
2018,4,27,19,30,11.24,153.27
2018,4,27,20,30,11.05,149.65
2018,4,27,21,30,11.56,144.59
2018,4,27,22,30,13.61,147.98
2018,4,27,23,30,11.36,145.58
2018,4,28,0,30,12.16,152.14000000000001
2018,4,28,1,30,11.92,153.49
2018,4,28,2,30,10.5,156.70000000000002
2018,4,28,3,30,9.31,153.79
2018,4,28,4,30,10.58,146.35
2018,4,28,5,30,11.040000000000001,147.38
2018,4,28,6,30,10.46,163.57
2018,4,28,7,30,9.75,161.92000000000002
2018,4,28,8,30,9.38,158.57
2018,4,28,9,30,9.450000000000001,158.17000000000002
2018,4,28,10,30,9.59,160.02
2018,4,28,11,30,9.64,159.67000000000002
2018,4,28,12,30,8.85,154.29
2018,4,28,13,30,9.06,153.29
2018,4,28,14,30,8.6,148.03
2018,4,28,15,30,9.74,156.20000000000002
2018,4,28,16,30,10.07,152.44
2018,4,28,17,30,10.78,154.21
2018,4,28,18,30,10.5,152.53
2018,4,28,19,30,11.73,157.14000000000001
2018,4,28,20,30,11.64,157.78
2018,4,28,21,30,11.82,160.15
2018,4,28,22,30,11.66,159.07
2018,4,28,23,30,11.51,158.32
2018,4,29,0,30,11.27,159.39000000000001
2018,4,29,1,30,11.27,157.01
2018,4,29,2,30,10.96,157.53
2018,4,29,3,30,10.66,155.05
2018,4,29,4,30,11.58,158.77
2018,4,29,5,30,11.38,167
2018,4,29,6,30,11.28,168.20000000000002
2018,4,29,7,30,9.57,156.88
2018,4,29,8,30,10.120000000000001,158.66
2018,4,29,9,30,9.6,157.66
2018,4,29,10,30,10,167.19
2018,4,29,11,30,9.65,171.16
2018,4,29,12,30,9.9,173.68
2018,4,29,13,30,8.78,161.09
2018,4,29,14,30,9.43,148.4
2018,4,29,15,30,9.3,153.32
2018,4,29,16,30,9.21,153.46
2018,4,29,17,30,9.32,156.03
2018,4,29,18,30,8.950000000000001,151.47
2018,4,29,19,30,9.01,146.97
2018,4,29,20,30,9.76,148.67000000000002
2018,4,29,21,30,10.64,154.84
2018,4,29,22,30,10.77,154.28
2018,4,29,23,30,10.65,161.21
2018,4,30,0,30,11.05,162.84
2018,4,30,1,30,11.57,159.75
2018,4,30,2,30,12.07,160.32
2018,4,30,3,30,12.06,161.07
2018,4,30,4,30,12.76,166.41
2018,4,30,5,30,13.09,164
2018,4,30,6,30,13.540000000000001,167.33
2018,4,30,7,30,13.450000000000001,173.17000000000002
2018,4,30,8,30,13.65,175.03
2018,4,30,9,30,14.530000000000001,180.53
2018,4,30,10,30,14.73,181.43
2018,4,30,11,30,14.76,180.84
2018,4,30,12,30,15.47,181.14000000000001
2018,4,30,13,30,16.02,181.51
2018,4,30,14,30,16.72,182.95000000000002
2018,4,30,15,30,17.3,183.53
2018,4,30,16,30,17.62,184.41
2018,4,30,17,30,17.330000000000002,185.97
2018,4,30,18,30,16.89,189.73
2018,4,30,19,30,15.1,194.85
2018,4,30,20,30,13.52,199.28
2018,4,30,21,30,10.14,206.65
2018,4,30,22,30,8.3,202.52
2018,4,30,23,30,7.86,195.57
2018,5,1,0,30,7.2,198.66
2018,5,1,1,30,6.390000000000001,199.12
2018,5,1,2,30,5.14,196.19
2018,5,1,3,30,4.16,200.66
2018,5,1,4,30,3.7800000000000002,216.66
2018,5,1,5,30,3.35,228.95000000000002
2018,5,1,6,30,3.39,239.92000000000002
2018,5,1,7,30,3.52,230.74
2018,5,1,8,30,4.47,222.93
2018,5,1,9,30,5.71,241.8
2018,5,1,10,30,6.1000000000000005,247.37
2018,5,1,11,30,7.8100000000000005,252.97
2018,5,1,12,30,7.99,239.53
2018,5,1,13,30,7.28,234.15
2018,5,1,14,30,8.34,227.94
2018,5,1,15,30,9.15,217.62
2018,5,1,16,30,8.76,214.6
2018,5,1,17,30,8.38,213.39000000000001
2018,5,1,18,30,8.69,213.78
2018,5,1,19,30,9.38,209.16
2018,5,1,20,30,9.53,203.81
2018,5,1,21,30,9.32,213.59
2018,5,1,22,30,6.53,216.01
2018,5,1,23,30,8.58,203.03
2018,5,2,0,30,11.92,299.53000000000003
2018,5,2,1,30,11.05,298.51
2018,5,2,2,30,11.01,295.61
2018,5,2,3,30,9.46,294.74
2018,5,2,4,30,8.97,297.74
2018,5,2,5,30,7.82,292.32
2018,5,2,6,30,7.24,305
2018,5,2,7,30,6.88,306.36
2018,5,2,8,30,6.09,297.63
2018,5,2,9,30,4.97,296.08
2018,5,2,10,30,5.79,334.44
2018,5,2,11,30,4.21,335.05
2018,5,2,12,30,3.39,333.39
2018,5,2,13,30,3.77,343.87
2018,5,2,14,30,2.58,325.15000000000003
2018,5,2,15,30,1.7,312.5
2018,5,2,16,30,1.29,5.65
2018,5,2,17,30,1.1500000000000001,42.19
2018,5,2,18,30,2.02,26.61
2018,5,2,19,30,2.54,56.97
2018,5,2,20,30,3.06,92.2
2018,5,2,21,30,3.31,101.52
2018,5,2,22,30,2.52,103.75
2018,5,2,23,30,2.77,84.02
2018,5,3,0,30,3.2,75.52
2018,5,3,1,30,3.77,50.86
2018,5,3,2,30,5.54,49.07
2018,5,3,3,30,5.95,53.82
2018,5,3,4,30,4.94,38.730000000000004
2018,5,3,5,30,6.73,36.01
2018,5,3,6,30,7.23,30.78
2018,5,3,7,30,9.24,22.23
2018,5,3,8,30,9.26,21.81
2018,5,3,9,30,10.53,19.78
2018,5,3,10,30,10.81,18.95
2018,5,3,11,30,11.06,19.77
2018,5,3,12,30,11.53,21.11
2018,5,3,13,30,12.71,18.490000000000002
2018,5,3,14,30,13.49,19.52
2018,5,3,15,30,14.370000000000001,18.52
2018,5,3,16,30,14.19,16.86
2018,5,3,17,30,14.01,14.27
2018,5,3,18,30,14.84,12.94
2018,5,3,19,30,14.450000000000001,14.72
2018,5,3,20,30,14.51,15.27
2018,5,3,21,30,14.15,18.84
2018,5,3,22,30,13.47,19.91
2018,5,3,23,30,12.94,18.41
2018,5,4,0,30,12.85,18.8
2018,5,4,1,30,13.16,20.97
2018,5,4,2,30,14.370000000000001,18.82
2018,5,4,3,30,14.540000000000001,14.73
2018,5,4,4,30,15.49,15.22
2018,5,4,5,30,16.09,15.9
2018,5,4,6,30,17.55,17.830000000000002
2018,5,4,7,30,18.41,20.25
2018,5,4,8,30,19.21,20.3
2018,5,4,9,30,18.92,17.84
2018,5,4,10,30,18.59,13.19
2018,5,4,11,30,17.38,10.88
2018,5,4,12,30,17.73,9.53
2018,5,4,13,30,17.19,5.84
2018,5,4,14,30,18.32,2.21
2018,5,4,15,30,17.05,1.53
2018,5,4,16,30,15.56,0.6
2018,5,4,17,30,16.22,0.65
2018,5,4,18,30,16.69,356.61
2018,5,4,19,30,16.1,355.98
2018,5,4,20,30,16.28,355.33
2018,5,4,21,30,17.14,351.73
2018,5,4,22,30,16.98,348.73
2018,5,4,23,30,17.41,343.25
2018,5,5,0,30,17.62,340.94
2018,5,5,1,30,17.8,338.86
2018,5,5,2,30,17.67,334.22
2018,5,5,3,30,18.35,330.87
2018,5,5,4,30,18.96,325.40000000000003
2018,5,5,5,30,19.36,322.62
2018,5,5,6,30,19.12,318.96
2018,5,5,7,30,18.93,314.97
2018,5,5,8,30,18.67,311.66
2018,5,5,9,30,17.68,307.7
2018,5,5,10,30,17.19,304.93
2018,5,5,11,30,16.91,303.65000000000003
2018,5,5,12,30,16.31,303.96
2018,5,5,13,30,16.07,305.01
2018,5,5,14,30,14.72,302.09000000000003
2018,5,5,15,30,13.77,298.54
2018,5,5,16,30,13.65,298.90000000000003
2018,5,5,17,30,12.92,295.65000000000003
2018,5,5,18,30,12.65,293.56
2018,5,5,19,30,12.69,291.56
2018,5,5,20,30,12.290000000000001,290.6
2018,5,5,21,30,11.81,290.49
2018,5,5,22,30,11.040000000000001,288.21
2018,5,5,23,30,10.790000000000001,289.04
2018,5,6,0,30,10.73,293.52
2018,5,6,1,30,10.66,293.99
2018,5,6,2,30,10.84,291.78000000000003
2018,5,6,3,30,10.11,288.78000000000003
2018,5,6,4,30,8.61,288.04
2018,5,6,5,30,9.76,284.64
2018,5,6,6,30,9.63,288.96
2018,5,6,7,30,9.18,282.1
2018,5,6,8,30,8.27,277.62
2018,5,6,9,30,9.67,254.41
2018,5,6,10,30,9.27,261.35
2018,5,6,11,30,8.4,264.15
2018,5,6,12,30,9.8,253.37
2018,5,6,13,30,8.16,240.75
2018,5,6,14,30,6.68,239.03
2018,5,6,15,30,6.99,227
2018,5,6,16,30,7.26,229.53
2018,5,6,17,30,6.4,212.38
2018,5,6,18,30,6.74,215.18
2018,5,6,19,30,6.05,233.49
2018,5,6,20,30,6.5600000000000005,227.63
2018,5,6,21,30,6.03,227.45000000000002
2018,5,6,22,30,6.24,236.36
2018,5,6,23,30,5.5200000000000005,221.38
2018,5,7,0,30,3.43,208.47
2018,5,7,1,30,2.48,163.55
2018,5,7,2,30,4.29,159.97
2018,5,7,3,30,4.8100000000000005,135.71
2018,5,7,4,30,5.42,129.59
2018,5,7,5,30,7.13,138.82
2018,5,7,6,30,7.73,141.37
2018,5,7,7,30,7.57,122.94
2018,5,7,8,30,8.81,115.85000000000001
2018,5,7,9,30,10.19,114.16
2018,5,7,10,30,11,104.10000000000001
2018,5,7,11,30,11.94,105.22
2018,5,7,12,30,12.71,104.49000000000001
2018,5,7,13,30,13.76,102.16
2018,5,7,14,30,14.84,99.37
2018,5,7,15,30,15.85,105.63
2018,5,7,16,30,13.52,122.55
2018,5,7,17,30,13.82,118.93
2018,5,7,18,30,16.06,113.3
2018,5,7,19,30,14.81,119.86
2018,5,7,20,30,15.59,124.5
2018,5,7,21,30,14.52,120.03
2018,5,7,22,30,15.71,116.4
2018,5,7,23,30,16.43,118.44
2018,5,8,0,30,17.02,119.02
2018,5,8,1,30,16.71,118.8
2018,5,8,2,30,16.740000000000002,118.2
2018,5,8,3,30,16.46,120.97
2018,5,8,4,30,16.93,121.55
2018,5,8,5,30,17.45,119.61
2018,5,8,6,30,17.11,119.64
2018,5,8,7,30,16.32,116.79
2018,5,8,8,30,16,117.94
2018,5,8,9,30,15.16,114.42
2018,5,8,10,30,15.540000000000001,112.42
2018,5,8,11,30,14.98,111.42
2018,5,8,12,30,14.700000000000001,110.36
2018,5,8,13,30,14.19,104.79
2018,5,8,14,30,14.57,113.11
2018,5,8,15,30,15.09,111.69
2018,5,8,16,30,14.61,112.22
2018,5,8,17,30,14.13,112.94
2018,5,8,18,30,13.700000000000001,113.39
2018,5,8,19,30,13.16,112.48
2018,5,8,20,30,12.33,114.61
2018,5,8,21,30,12.85,115.60000000000001
2018,5,8,22,30,12.13,117.52
2018,5,8,23,30,11.11,115.56
2018,5,9,0,30,11.290000000000001,117.22
2018,5,9,1,30,12.18,115.32000000000001
2018,5,9,2,30,11.67,115.51
2018,5,9,3,30,11.790000000000001,115.9
2018,5,9,4,30,10.98,115.04
2018,5,9,5,30,10.78,116.88
2018,5,9,6,30,11.96,110.85000000000001
2018,5,9,7,30,11.620000000000001,111.51
2018,5,9,8,30,11.09,112.37
2018,5,9,9,30,10.86,112.39
2018,5,9,10,30,11.31,110.91
2018,5,9,11,30,10.9,111.7
2018,5,9,12,30,11.33,111.91
2018,5,9,13,30,10.290000000000001,108.49000000000001
2018,5,9,14,30,11.24,106.48
2018,5,9,15,30,11.09,108.97
2018,5,9,16,30,10.81,108.44
2018,5,9,17,30,10.59,110.37
2018,5,9,18,30,9.63,117.9
2018,5,9,19,30,9.450000000000001,119.46000000000001
2018,5,9,20,30,8.290000000000001,129.21
2018,5,9,21,30,8.71,149.59
2018,5,9,22,30,10.73,155.15
2018,5,9,23,30,9.84,152.45000000000002
2018,5,10,0,30,9.38,155.92000000000002
2018,5,10,1,30,9.02,160.03
2018,5,10,2,30,6.91,157.58
2018,5,10,3,30,6.32,162
2018,5,10,4,30,5.67,160.4
2018,5,10,5,30,6.07,164.65
2018,5,10,6,30,3.9,156.53
2018,5,10,7,30,3.66,151.5
2018,5,10,8,30,1.36,108.22
2018,5,10,9,30,1.95,87.43
2018,5,10,10,30,2.64,90.01
2018,5,10,11,30,3.98,92.67
2018,5,10,12,30,3.45,98.7
2018,5,10,13,30,3.89,93.59
2018,5,10,14,30,3.86,94.98
2018,5,10,15,30,5.42,85.27
2018,5,10,16,30,6.78,73.09
2018,5,10,17,30,6.66,69.35000000000001
2018,5,10,18,30,7.74,60.27
2018,5,10,19,30,8.85,51.76
2018,5,10,20,30,8.78,42.03
2018,5,10,21,30,10.3,43.22
2018,5,10,22,30,11.19,46.7
2018,5,10,23,30,11.06,43.71
2018,5,11,0,30,12.700000000000001,49.910000000000004
2018,5,11,1,30,14.11,54.5
2018,5,11,2,30,13.44,41.660000000000004
2018,5,11,3,30,14.68,33.88
2018,5,11,4,30,17.76,34.87
2018,5,11,5,30,16.6,31.32
2018,5,11,6,30,16.52,39.83
